781,0.2111,4072.2
4719706,2.4546,3774.4141,9264.6875
4719742,2.3754,3759.7656,8931.0313
4719780,2.3490,3764.6484,8843.2676
4719817,2.3490,3798.8281,8923.5566
4719855,2.3226,3808.5938,8845.9736
4719892,2.2962,3813.4766,8756.6631
4719930,2.3226,3789.0625,8800.6094
4719967,2.2435,3774.4141,8467.7256
4720005,2.1379,3789.0625,8100.5610
4720043,2.1115,3784.1797,7990.2441
4720079,2.1907,3793.9453,8311.2715
4720117,2.2962,3798.8281,8723.0273
4720154,2.1643,3803.7109,8232.2715
4720192,2.1907,3823.2422,8375.4512
4720229,2.3226,3798.8281,8823.2920
4720267,2.2171,3774.4141,8368.1055
4720305,2.2171,3803.7109,8433.0586
4720342,2.2435,3789.0625,8500.5889
4720379,2.3226,3789.0625,8800.6094
4720416,2.4546,3798.8281,9324.6152
4720454,2.2171,3798.8281,8422.2334
4720491,2.1115,3818.3594,8062.4141
4720529,2.4018,3784.1797,9088.9033
4720566,2.2698,3789.0625,8600.5957
4720604,2.2698,3784.1797,8589.5117
4720642,2.2962,3789.0625,8700.6025
4720678,2.3754,3779.2969,8977.4258
4720716,2.2962,3803.7109,8734.2393
4720753,2.4018,3803.7109,9135.8135
4720791,2.3226,3803.7109,8834.6328
4720828,2.1379,3803.7109,8131.8779
4720866,2.2435,3789.0625,8500.5889
4720904,2.1643,3789.0625,8200.5684
4720941,2.1907,3798.8281,8321.9678
4720978,2.1643,3818.3594,8263.9746
4721015,2.2698,3808.5938,8644.9287
4721053,2.2962,3808.5938,8745.4512
4721090,2.3754,3784.1797,8989.0244
4721128,2.2435,3867.1875,8675.8594
4721165,2.1907,3789.0625,8300.5752
4721203,2.1907,3774.4141,8268.4854
4721241,2.2962,3798.8281,8723.0273
4721277,2.1907,3813.4766,8354.0576
4721315,2.2171,3813.4766,8454.7090
4721352,2.0851,3833.0078,7992.1777
4721390,2.1115,3808.5938,8041.7939
4721427,2.2698,3798.8281,8622.7617
4721465,2.1907,3774.4141,8268.4854
4721503,2.1907,3798.8281,8321.9678
4721540,2.1907,3823.2422,8375.4512
4721577,2.1643,3813.4766,8253.4072
4721614,2.4018,3789.0625,9100.6309
4721652,2.2435,3793.9453,8511.5439
4721689,2.1379,3798.8281,8121.4390
4721727,2.3226,3745.1172,8698.5410
4721764,2.4282,3754.8828,9117.6426
4721802,2.3754,3784.1797,8989.0244
4721840,2.1643,3798.8281,8221.7041
4721876,2.1643,3823.2422,8274.5430
4721914,2.2171,3798.8281,8422.2334
4721951,2.2435,3764.6484,8445.8174
4721989,2.3226,3774.4141,8766.5869
4722026,2.2435,3930.6641,8818.2656
4722064,2.2698,3798.8281,8622.7617
4722102,2.1907,3798.8281,8321.9678
4722139,2.3226,3793.9453,8811.9512
4722177,2.1379,3813.4766,8152.7554
4722213,2.2435,3798.8281,8522.4980
4722251,2.2171,3789.0625,8400.5820
4722288,2.1907,3828.1250,8386.1475
4722326,2.2171,3784.1797,8389.7568
4722363,2.3490,3784.1797,8889.1475
4722401,2.3226,3813.4766,8857.3145
4722439,2.2171,3803.7109,8433.0586
4722476,2.1907,3789.0625,8300.5752
4722513,2.3754,3764.6484,8942.6299
4722550,2.2171,3789.0625,8400.5820
4722588,2.1643,3793.9453,8211.1357
4722625,2.1643,3798.8281,8221.7041
4722663,2.3490,3793.9453,8912.0869
4722701,2.3226,3793.9453,8811.9512
4722738,2.1643,3808.5938,8242.8398
4722776,2.2962,3784.1797,8689.3906
4722812,2.5074,3754.8828,9414.9570
4722850,2.4282,3764.6484,9141.3555
4722887,2.2962,3813.4766,8756.6631
4722925,2.0851,3862.3047,8053.2646
4722962,2.1379,3823.2422,8173.6333
4723000,2.1907,3798.8281,8321.9678
4723038,2.0323,3818.3594,7760.0737
4723075,2.0587,3808.5938,7840.7495
4723112,2.1379,3793.9453,8111.0000
4723149,2.4282,3803.7109,9236.2070
4723187,2.5866,3823.2422,9889.0869
4723224,2.4282,3798.8281,9224.3506
4723262,2.4282,3793.9453,9212.4941
4723300,2.3754,3759.7656,8931.0313
4723337,2.2962,3759.7656,8633.3301
4723375,2.4018,3779.2969,9077.1748
4723411,2.4018,3793.9453,9112.3584
4723449,2.4282,3798.8281,9224.3506
4723486,2.3226,3764.6484,8743.9053
4723524,2.3226,3793.9453,8811.9512
4723561,2.2962,3784.1797,8689.3906
4723599,2.1907,3779.2969,8279.1816
4723637,2.2698,3754.8828,8523.0127
4723674,2.4282,3793.9453,9212.4941
4723712,2.2435,3808.5938,8544.4063
4723748,2.1907,3813.4766,8354.0576
4723786,2.3226,3798.8281,8823.2920
4723823,2.1115,3808.5938,8041.7939
4723861,2.2698,3769.5313,8556.2627
4723899,2.2698,3798.8281,8622.7617
4723936,2.1907,3803.7109,8332.6650
4723974,2.1115,3818.3594,8062.4141
4724011,2.2171,3818.3594,8465.5352
4724048,2.4018,3789.0625,9100.6309
4724085,2.3226,3818.3594,8868.6563
4724123,2.3754,3769.5313,8954.2285
4724160,2.1907,3784.1797,8289.8779
4724198,2.4282,3774.4141,9165.0684
4724236,2.3490,3793.9453,8912.0869
4724273,2.0323,3837.8906,7799.7671
4724311,2.1115,3828.1250,8083.0342
4724347,2.1907,3798.8281,8321.9678
4724385,2.2171,3798.8281,8422.2334
4724422,2.0587,3803.7109,7830.6973
4724460,2.0587,3789.0625,7800.5405
4724498,2.2435,3793.9453,8511.5439
4724535,2.2435,3789.0625,8500.5889
4724573,2.3490,3789.0625,8900.6172
4724610,2.4018,3779.2969,9077.1748
4724647,2.3754,3769.5313,8954.2285
4724684,2.4018,3813.4766,9159.2686
4724722,2.4018,3764.6484,9041.9922
4724759,2.3490,3784.1797,8889.1475
4724797,2.2962,3808.5938,8745.4512
4724835,2.1907,3813.4766,8354.0576
4724872,2.2435,3798.8281,8522.4980
4724910,2.2698,3920.8984,8899.8428
4724946,2.1643,3774.4141,8168.8652
4724984,2.2435,3789.0625,8500.5889
4725021,2.1643,3798.8281,8221.7041
4725059,2.1907,3818.3594,8364.7549
4725097,2.2435,3813.4766,8555.3613
4725134,2.3490,3808.5938,8946.4961
4725172,2.2435,3784.1797,8489.6348
4725209,2.3226,3769.5313,8755.2461
4725246,2.3490,3754.8828,8820.3281
4725283,2.2698,3779.2969,8578.4287
4725321,2.1907,3813.4766,8354.0576
4725358,2.2171,3808.5938,8443.8838
4725396,2.3490,3789.0625,8900.6172
4725434,2.3226,3789.0625,8800.6094
4725471,2.3226,3798.8281,8823.2920
4725509,2.1907,3793.9453,8311.2715
4725545,2.2435,3793.9453,8511.5439
4725583,2.3490,3769.5313,8854.7373
4725620,2.2171,3823.2422,8476.3604
4725658,2.2962,3823.2422,8779.0879
4725696,2.2962,3784.1797,8689.3906
4725733,2.2962,3774.4141,8666.9658
4725771,2.1643,3798.8281,8221.7041
4725808,2.1379,3793.9453,8111.0000
4725846,2.2435,3803.7109,8533.4521
4725882,2.2435,3793.9453,8511.5439
4725920,2.3754,3803.7109,9035.4199
4725957,2.2171,3813.4766,8454.7090
4725995,2.1115,3813.4766,8052.1040
4726033,2.2171,3789.0625,8400.5820
4726070,2.2698,3789.0625,8600.5957
4726108,2.3226,3793.9453,8811.9512
4726145,2.2171,3798.8281,8422.2334
4726182,2.2962,3803.7109,8734.2393
4726219,2.2435,3793.9453,8511.5439
4726257,2.2435,3808.5938,8544.4063
4726295,2.1907,3789.0625,8300.5752
4726332,2.2962,3769.5313,8655.7539
4726370,2.1907,3789.0625,8300.5752
4726407,2.3754,3774.4141,8965.8271
4726445,2.2698,3803.7109,8633.8447
4726481,2.2171,3764.6484,8346.4541
4726519,2.1115,3828.1250,8083.0342
4726556,2.0851,3808.5938,7941.2725
4726594,2.1907,3779.2969,8279.1816
4726632,2.2171,3789.0625,8400.5820
4726669,2.0587,3789.0625,7800.5405
4726707,2.1907,3808.5938,8343.3613
4726744,2.2962,3798.8281,8723.0273
4726781,2.3754,3803.7109,9035.4199
4726818,2.2962,3774.4141,8666.9658
4726856,2.3490,3764.6484,8843.2676
4726894,2.5338,3764.6484,9538.8047
4726931,2.5074,3759.7656,9427.2002
4726969,2.2962,3837.8906,8812.7236
4727006,2.2435,3813.4766,8555.3613
4727044,2.2171,3789.0625,8400.5820
4727080,2.2698,3789.0625,8600.5957
4727118,2.2435,3784.1797,8489.6348
4727155,2.1379,3754.8828,8027.4893
4727193,2.1907,3779.2969,8279.1816
4727231,2.1379,3823.2422,8173.6333
4727268,2.3754,3789.0625,9000.6230
4727306,2.2171,3813.4766,8454.7090
4727343,2.0851,3798.8281,7920.9102
4727380,2.1907,3789.0625,8300.5752
4727417,2.2435,3759.7656,8434.8633
4727455,2.2171,3798.8281,8422.2334
4727493,2.2435,3798.8281,8522.4980
4727530,2.3226,3798.8281,8823.2920
4727568,2.2698,3803.7109,8633.8447
4727605,2.3226,3769.5313,8755.2461
4727643,2.3226,3769.5313,8755.2461
4727680,2.2435,3759.7656,8434.8633
4727717,2.2962,3759.7656,8633.3301
4727754,2.4282,3769.5313,9153.2119
4727792,2.3226,3774.4141,8766.5869
4727830,2.2962,3808.5938,8745.4512
4727867,2.3490,3808.5938,8946.4961
4727905,2.1907,3789.0625,8300.5752
4727942,2.1643,3789.0625,8200.5684
4727980,2.1115,3793.9453,8010.8643
4728016,2.2435,3793.9453,8511.5439
4728054,2.4018,3803.7109,9135.8135
4728092,2.2435,3813.4766,8555.3613
4728129,2.3490,3793.9453,8912.0869
4728167,2.4546,3764.6484,9240.7168
4728204,2.3754,3759.7656,8931.0313
4728242,2.3226,3725.5859,8653.1768
4728279,2.5074,3764.6484,9439.4424
4728316,2.3490,3793.9453,8912.0869
4728353,2.1643,3793.9453,8211.1357
4728391,2.2171,3818.3594,8465.5352
4728429,2.1643,3803.7109,8232.2715
4728466,2.2171,3725.5859,8259.8506
4728504,2.3226,3784.1797,8789.2686
4728541,2.1907,3803.7109,8332.6650
4728579,2.1115,3823.2422,8072.7241
4728615,2.1907,3813.4766,8354.0576
4728653,2.1907,3813.4766,8354.0576
4728691,2.1379,3813.4766,8152.7554
4728728,2.1379,3803.7109,8131.8779
4728766,2.2435,3774.4141,8467.7256
4728803,2.2435,3784.1797,8489.6348
4728841,2.3226,3798.8281,8823.2920
4728878,2.3754,3808.5938,9047.0186
4728915,2.2962,3789.0625,8700.6025
4728952,2.2435,3759.7656,8434.8633
4728990,2.3226,3789.0625,8800.6094
4729028,2.1907,3769.5313,8257.7881
4729065,2.3226,3769.5313,8755.2461
4729103,2.2171,3779.2969,8378.9307
4729140,2.3490,3779.2969,8877.6777
4729178,2.4546,3789.0625,9300.6436
4729214,2.2962,3798.8281,8723.0273
4729252,2.3226,3784.1797,8789.2686
4729290,2.3226,3779.2969,8777.9277
4729327,2.4282,3759.7656,9129.4990
4729365,2.4018,3862.3047,9276.5449
4729402,2.2435,3793.9453,8511.5439
4729440,2.2435,3803.7109,8533.4521
4729477,2.4018,3789.0625,9100.6309
4729515,2.3226,3764.6484,8743.9053
4729551,2.3226,3764.6484,8743.9053
4729589,2.2171,3769.5313,8357.2803
4729627,2.2435,3891.6016,8730.6309
4729664,2.3490,3779.2969,8877.6777
4729702,2.3226,3803.7109,8834.6328
4729739,2.1643,3808.5938,8242.8398
4729777,2.1643,3808.5938,8242.8398
4729814,2.2962,3779.2969,8678.1787
4729851,2.1907,3784.1797,8289.8779
4729889,2.2171,3789.0625,8400.5820
4729926,2.3490,3779.2969,8877.6777
4729964,2.2698,3798.8281,8622.7617
4730001,2.1907,3808.5938,8343.3613
4730039,2.2171,3798.8281,8422.2334
4730076,2.2962,3793.9453,8711.8145
4730114,2.2698,3798.8281,8622.7617
4730150,2.1907,3789.0625,8300.5752
4730188,2.2698,3789.0625,8600.5957
4730226,2.2698,3774.4141,8567.3457
4730263,2.2962,3798.8281,8723.0273
4730301,2.2962,3803.7109,8734.2393
4730338,2.3754,3784.1797,8989.0244
4730376,2.4810,3774.4141,9364.3086
4730413,2.5338,3764.6484,9538.8047
4730450,2.2962,3779.2969,8678.1787
4730488,2.2962,3789.0625,8700.6025
4730525,2.2962,3837.8906,8812.7236
4730563,2.2698,3813.4766,8656.0117
4730600,2.1643,3813.4766,8253.4072
4730638,2.1643,3798.8281,8221.7041
4730675,2.1379,3789.0625,8100.5610
4730713,2.2435,3774.4141,8467.7256
4730749,2.1907,3779.2969,8279.1816
4730787,2.1643,3798.8281,8221.7041
4730825,2.1907,3818.3594,8364.7549
4730862,2.2698,3813.4766,8656.0117
4730900,2.3754,3798.8281,9023.8213
4730937,2.2962,3793.9453,8711.8145
4730975,2.3754,3774.4141,8965.8271
4731012,2.4282,3735.3516,9070.2168
4731049,2.4018,3789.0625,9100.6309
4731087,2.2698,3798.8281,8622.7617
4731124,2.3490,3764.6484,8843.2676
4731162,2.3490,3774.4141,8866.2070
4731199,2.2962,3779.2969,8678.1787
4731237,2.3226,3759.7656,8732.5635
4731274,2.2698,3750.0000,8511.9297
4731312,2.3226,3789.0625,8800.6094
4731348,2.2962,3847.6563,8835.1484
4731386,2.2435,3803.7109,8533.4521
4731424,2.2171,3784.1797,8389.7568
4731461,2.3226,3759.7656,8732.5635
4731499,2.3490,3759.7656,8831.7979
4731536,2.2435,3793.9453,8511.5439
4731574,2.3226,3803.7109,8834.6328
4731611,2.2171,3803.7109,8433.0586
4731649,2.2698,3789.0625,8600.5957
4731686,2.1115,3808.5938,8041.7939
4731723,2.1643,3803.7109,8232.2715
4731761,2.2435,3784.1797,8489.6348
4731798,2.2698,3793.9453,8611.6787
4731836,2.1643,3818.3594,8263.9746
4731873,2.1379,3813.4766,8152.7554
4731911,2.2962,3803.7109,8734.2393
4731948,2.3490,3784.1797,8889.1475
4731985,2.3490,3764.6484,8843.2676
4732023,2.4018,3623.0469,8701.8916
4732060,2.5602,3764.6484,9638.1680
4732098,2.5866,3735.3516,9661.7520
4732135,2.3490,3779.2969,8877.6777
4732173,2.3226,3774.4141,8766.5869
4732210,2.0323,3808.5938,7740.2271
4732248,2.0587,3808.5938,7840.7495
4732285,2.0059,3837.8906,7698.4712
4732322,1.8476,3867.1875,7144.8247
4732360,2.2171,3818.3594,8465.5352
4732397,2.2171,3798.8281,8422.2334
4732435,2.2171,3779.2969,8378.9307
4732472,2.2171,3793.9453,8411.4072
4732510,2.6394,3774.4141,9962.0303
4732547,2.2171,3813.4766,8454.7090
4732584,2.1907,3823.2422,8375.4512
4732622,2.0587,3818.3594,7860.8540
4732659,2.2962,3798.8281,8723.0273
4732697,2.1379,3818.3594,8163.1943
4732734,2.0587,3813.4766,7850.8018
4732772,0.1056,4067.3828,429.4112
4732808,0.2111,4062.5000,857.7914
4732845,0.1584,4003.9063,634.0645
4732880,0.2111,4057.6172,856.7604
4732917,0.2111,4052.7344,855.7294
4732954,0.1848,4052.7344,748.7632
4732990,0.1848,4052.7344,748.7632
4733027,0.1848,4047.8516,747.8611
4733063,0.1320,4062.5000,536.1196
4733100,0.1848,4057.6172,749.6653
4733135,0.2639,4057.6172,1070.9504
4733173,0.2639,4052.7344,1069.6617
4733210,0.2111,4008.7891,846.4504
4733247,0.1848,4057.6172,749.6653
4733284,0.2375,4047.8516,961.5356
4733320,0.1056,4125.9766,435.5972
4733357,0.3167,4057.6172,1285.1405
4733393,0.2903,4052.7344,1176.6279
4733431,0.1584,4052.7344,641.7970
4733467,0.1320,4052.7344,534.8309
4733504,0.1584,4042.9688,640.2505
4733540,0.1848,4057.6172,749.6653
4733577,0.1320,4057.6172,535.4752
4733613,0.1848,4062.5000,750.5675
4733649,0.1320,4082.0313,538.6971
4733686,0.1584,4038.0859,639.4772
4733722,0.2903,4057.6172,1178.0455
4733760,0.1848,4057.6172,749.6653
4733796,0.1056,4062.5000,428.8957
4733833,0.1320,4062.5000,536.1196
4733869,0.1584,4057.6172,642.5703
4733905,0.2375,4062.5000,965.0153
4733941,0.2111,4057.6172,856.7604
4733978,0.1056,4057.6172,428.3802
4734015,0.1056,4062.5000,428.8957
4734051,0.1056,4062.5000,428.8957
4734088,0.1320,4062.5000,536.1196
4734124,0.2111,4062.5000,857.7914
4734160,0.1320,4057.6172,535.4752
4734196,0.2111,4057.6172,856.7604
4734233,0.1320,4062.5000,536.1196
4734269,0.1584,4052.7344,641.7970
4734306,0.2111,4052.7344,855.7294
4734342,0.1320,4038.0859,532.8977
4734379,0.1320,4042.9688,533.5421
4734415,0.1584,4057.6172,642.5703
4734451,0.1320,4062.5000,536.1196
4734488,0.1320,4057.6172,535.4752
4734524,0.1848,4062.5000,750.5675
4734561,0.1848,4062.5000,750.5675
4734597,0.1320,4067.3828,536.7640
4734633,0.1320,4057.6172,535.4752
4734669,0.1320,4057.6172,535.4752
4734706,0.3167,4062.5000,1286.6870
4734743,0.2903,4062.5000,1179.4631
4734781,0.3167,4057.6172,1285.1405
4734819,0.1848,4062.5000,750.5675
4734855,0.1584,4062.5000,643.3435
4734892,0.1584,4047.8516,641.0237
4734927,0.1848,4062.5000,750.5675
4734964,0.1584,4072.2656,644.8900
4735000,0.2903,4072.2656,1182.2985
4735038,0.1320,4067.3828,536.7640
4735074,0.1320,4042.9688,533.5421
4735111,0.1584,4062.5000,643.3435
4735148,0.1584,4062.5000,643.3435
4735183,0.1584,4057.6172,642.5703
4735220,0.2375,4072.2656,967.3350
4735256,0.2111,4042.9688,853.6674
4735293,0.2903,4062.5000,1179.4631
4735330,0.1848,4057.6172,749.6653
4735367,0.2111,4062.5000,857.7914
4735403,0.1320,4062.5000,536.1196
4735439,0.2111,4067.3828,858.8224
4735475,0.1584,4033.2031,638.7040
4735512,0.1848,4057.6172,749.6653
4735549,0.1848,4042.9688,746.9590
4735585,0.1848,4062.5000,750.5675
4735622,0.1848,4057.6172,749.6653
4735657,0.1584,4067.3828,644.1168
4735694,0.2111,4062.5000,857.7914
4735730,0.1584,4042.9688,640.2505
4735767,0.1320,4062.5000,536.1196
4735803,0.1584,4062.5000,643.3435
4735840,0.2903,4062.5000,1179.4631
4735877,0.1848,4067.3828,751.4696
4735913,0.1584,4067.3828,644.1168
4735950,0.2111,4067.3828,858.8224
4735986,0.1848,4072.2656,752.3717
4736023,0.1848,4057.6172,749.6653
4736059,0.2375,4062.5000,965.0153
4736096,0.1584,4082.0313,646.4365
4736132,0.1584,4047.8516,641.0237
4736168,0.1320,4057.6172,535.4752
4736204,0.1584,4062.5000,643.3435
4736241,0.1584,4062.5000,643.3435
4736278,0.1584,4057.6172,642.5703
4736314,0.1584,4067.3828,644.1168
4736351,0.1584,4072.2656,644.8900
4736387,0.2111,4062.5000,857.7914
4736423,0.1320,4072.2656,537.4083
4736459,0.1320,4072.2656,537.4083
4736496,0.2903,4062.5000,1179.4631
4736533,0.1848,4038.0859,746.0569
4736570,0.1584,4067.3828,644.1168
4736606,0.1584,4057.6172,642.5703
4736643,0.1584,4067.3828,644.1168
4736679,0.1320,4057.6172,535.4752
4736715,0.2903,4057.6172,1178.0455
4736753,0.1320,4062.5000,536.1196
4736789,0.1848,4062.5000,750.5675
4736826,0.1584,4057.6172,642.5703
4736862,0.1320,4067.3828,536.7640
4736899,0.1584,4062.5000,643.3435
4736934,0.1848,4047.8516,747.8611
4736971,0.1320,4057.6172,535.4752
4737007,0.1584,4062.5000,643.3435
4737044,0.1320,4067.3828,536.7640
4737081,0.1320,4174.8047,550.9402
4737117,0.1848,4062.5000,750.5675
4737154,0.1584,4062.5000,643.3435
4737189,0.1584,4047.8516,641.0237
4737226,0.1848,4062.5000,750.5675
4737262,0.1848,4052.7344,748.7632
4737299,0.1320,4062.5000,536.1196
4737335,0.1848,4067.3828,751.4696
4737372,0.1848,4062.5000,750.5675
4737408,0.1320,4179.6875,551.5846
4737444,0.2375,4062.5000,965.0153
4737481,0.1320,4072.2656,537.4083
4737517,0.1320,4086.9141,539.3415
4737554,0.1584,4062.5000,643.3435
4737590,0.1584,4062.5000,643.3435
4737627,0.2903,4067.3828,1180.8807
4737664,0.1584,4062.5000,643.3435
4737700,0.1848,4062.5000,750.5675
4737736,0.1056,4130.8594,436.1127
4737773,0.1584,4052.7344,641.7970
4737810,0.1848,4067.3828,751.4696
4737846,0.2111,4067.3828,858.8224
4737883,0.1584,4067.3828,644.1168
4737918,0.1584,4057.6172,642.5703
4737955,0.1584,4072.2656,644.8900
4737991,0.1056,4067.3828,429.4112
4738028,0.1848,4057.6172,749.6653
4738064,0.2111,4062.5000,857.7914
4738101,0.2111,4062.5000,857.7914
4738137,0.1584,4067.3828,644.1168
4738173,0.1584,4208.9844,666.5410
4738210,0.3431,4067.3828,1395.5864
4738247,0.1320,4072.2656,537.4083
4738284,0.2639,4052.7344,1069.6617
4738321,0.1848,4057.6172,749.6653
4738358,0.1584,4067.3828,644.1168
4738394,0.1320,4062.5000,536.1196
4738430,0.2111,4072.2656,859.8534
4738466,0.1848,4067.3828,751.4696
4738503,0.2903,4067.3828,1180.8807
4738541,0.2111,4057.6172,856.7604
4738577,0.2903,4062.5000,1179.4631
4738615,0.1584,4072.2656,644.8900
4738651,0.1584,4091.7969,647.9830
4738688,0.1320,4067.3828,536.7640
4738723,0.1848,4067.3828,751.4696
4738760,0.1320,4042.9688,533.5421
4738796,0.2111,4067.3828,858.8224
4738833,0.1320,4057.6172,535.4752
4738869,0.1320,4072.2656,537.4083
4738906,0.2375,4042.9688,960.3758
4738942,0.1848,4062.5000,750.5675
4738978,0.1320,4072.2656,537.4083
